"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
2201102;"Tuchomie (2)";17211393,79;
2202000;"Powiat chojnicki";281355219,28;
2202011;"Chojnice (1)";103231027,40;
2202023;"Brusy (3)";50077519,20;
2202032;"Chojnice (2)";52103604,80;
2202043;"Czersk (3)";67873382,74;
2202052;"Konarzyny (2)";8069685,14;
2203000;"Powiat człuchowski";206940010,82;
2203011;"Człuchów (1)";42300849,83;
2203023;"Czarne (3)";29761118,48;
2203032;"Człuchów (2)";44471869,87;
2203043;"Debrzno (3)";38594956,08;
2203052;"Koczała (2)";12153794,76;
2203062;"Przechlewo (2)";19773890,39;
2203072;"Rzeczenica (2)";19883531,41;
2204000;"Powiat gdański";345339638,84;
2204011;"Pruszcz Gdański (1)";108357113,84;
2204022;"Cedry Wielkie (2)";23695463,34;
2204032;"Kolbudy (2)";48600729,83;
2204042;"Pruszcz Gdański (2)";73148661,75;
2204052;"Przywidz (2)";16400245,31;
2204062;"Pszczółki (2)";27294500,96;
2204072;"Suchy Dąb (2)";17181241,75;
2204082;"Trąbki Wielkie (2)";30661682,06;
2205000;"Powiat kartuski";387170735,70;
2205012;"Chmielno (2)";28198742,34;
2205023;"Kartuzy (3)";93599761,38;
2205032;"Przodkowo (2)";26796110,54;
2205042;"Sierakowice (2)";68276261,00;
2205052;"Somonino (2)";30744091,13;
2205062;"Stężyca (2)";35951146,75;
2205072;"Sulęczyno (2)";19641625,43;
2205083;"Żukowo (3)";83962997,13;
2206000;"Powiat kościerski";238351467,65;
2206011;"Kościerzyna (1)";72757162,43;
2206022;"Dziemiany (2)";13957713,66;
2206032;"Karsin (2)";20607402,79;
2206042;"Kościerzyna (2)";54823534,69;
2206052;"Liniewo (2)";15891660,17;
2206062;"Lipusz (2)";16128620,83;
2206072;"Nowa Karczma (2)";22155962,67;
2206082;"Stara Kiszewa (2)";22029410,41;
2207000;"Powiat kwidzyński";243423783,17;
2207011;"Kwidzyn (1)";117365176,32;
2207022;"Gardeja (2)";25589119,24;
2207032;"Kwidzyn (2)";29790854,93;
2207043;"Prabuty (3)";38839717,23;
2207052;"Ryjewo (2)";16928100,52;
2207062;"Sadlinki (2)";14910814,93;
2208000;"Powiat lęborski";221691417,19;
2208011;"Lębork (1)";100524899,98;
2208021;"Łeba (1)";24688854,43;
2208032;"Cewice (2)";25931644,34;
2208042;"Nowa Wieś Lęborska (2)";40050054,96;
2208052;"Wicko (2)";30495963,48;
2209000;"Powiat malborski";178364327,98;
2209011;"Malbork (1)";95362628,47;
2209032;"Lichnowy (2)";14768801,87;
2209042;"Malbork (2)";12756052,80;
2209062;"Miłoradz (2)";12850941,99;
2209073;"Nowy Staw (3)";27997814,84;
2209082;"Stare Pole (2)";14628088,01;
2210000;"Powiat nowodworski";159659561,28;
2210011;"Krynica Morska (1)";33114453,11;
2210023;"Nowy Dwór Gdański (3)";52528766,89;
2210032;"Ostaszewo (2)";8172734,29;
2210042;"Stegna (2)";33761059,28;
2210052;"Sztutowo (2)";32082547,71;
2211000;"Powiat pucki";315106006,50;
2211011;"Hel (1)";18992578,92;
2211021;"Jastarnia (1)";25566691,65;
2211031;"Puck (1)";42736894,53;
2211041;"Władysławowo (1)";52026185,26;
2211052;"Kosakowo (2)";57888121,59;
2211062;"Krokowa (2)";45647024,98;
2211072;"Puck (2)";72248509,57;
2212000;"Powiat słupski";341183571,28;
2212011;"Ustka (1)";52762103,56;
2212022;"Damnica (2)";20608734,64;
2212032;"Dębnica Kaszubska (2)";32856498,90;
2212042;"Główczyce (2)";29465354,02;
2212053;"Kępice (3)";31762792,62;
2212062;"Kobylnica (2)";47800279,11;
2212072;"Potęgowo (2)";26070770,60;
2212082;"Słupsk (2)";60544321,60;
2212092;"Smołdzino (2)";11425710,94;
2212102;"Ustka (2)";27887005,29;
2213000;"Powiat starogardzki";371211501,29;
2213011;"Czarna Woda (1)";8773693,79;
2213021;"Skórcz (1)";11084600,07;
2213031;"Starogard Gdański (1)";137770442,03;
2213042;"Bobowo (2)";9526518,22;
2213052;"Kaliska (2)";18607521,87;
2213062;"Lubichowo (2)";20558032,65;
2213072;"Osieczna (2)";8900054,74;
2213082;"Osiek (2)";7025930,42;
2213093;"Skarszewy (3)";40539347,95;
2213102;"Skórcz (2)";14936480,50;
2213112;"Smętowo Graniczne (2)";16790409,86;
2213122;"Starogard Gdański (2)";44543532,97;
2213132;"Zblewo (2)";32154936,22;
2214000;"Powiat tczewski";310164874,48;
2214011;"Tczew (1)";160286261,16;
2214023;"Gniew (3)";41223168,04;
2214032;"Morzeszczyn (2)";13119785,42;
2214043;"Pelplin (3)";41054591,07;
2214052;"Subkowy (2)";15879003,34;
2214062;"Tczew (2)";38602065,45;
2215000;"Powiat wejherowski";570737849,33;
2215011;"Reda (1)";47451868,69;
2215021;"Rumia (1)";104611639,49;
2215031;"Wejherowo (1)";130826411,08;
2215042;"Choczewo (2)";19285694,22;
2215052;"Gniewino (2)";38555797,58;
2215062;"Linia (2)";25679895,23;
2215072;"Luzino (2)";50280939,18;
2215082;"Łęczyce (2)";36277229,39;
2215092;"Szemud (2)";53015455,18;
2215102;"Wejherowo (2)";64752919,29;
2216000;"Powiat sztumski";128196629,28;
2216013;"Dzierzgoń (3)";31162930,79;
2216022;"Mikołajki Pomorskie (2)";12808271,96;
2216032;"Stary Dzierzgoń (2)";12687329,07;
2216042;"Stary Targ (2)";19182005,31;
2216053;"Sztum (3)";52356092,15;
2261000;"Powiat m.Gdańsk";2081295757,94;
2261011;"Gdańsk (1)";2081295757,94;
2262000;"Powiat m.Gdynia";1027957430,39;
2262011;"Gdynia (1)";1027957430,39;
2263000;"Powiat m.Słupsk";417352703,18;
2263011;"Słupsk (1)";417352703,18;
2264000;"Powiat m.Sopot";280220202,41;
2264011;"Sopot (1)";280220202,41;
2400000;"ŚLĄSKIE";15837955637,48;
2401000;"Powiat będziński";419589170,01;
2401011;"Będzin (1)";161016116,21;
2401021;"Czeladź (1)";97476004,83;
2401031;"Wojkowice (1)";21838985,48;
2401042;"Bobrowniki (2)";28205133,42;
2401052;"Mierzęcice (2)";17985867,06;
2401062;"Psary (2)";27602613,51;
2401073;"Siewierz (3)";39746134,91;
2401081;"Sławków (1)";25718314,59;
2402000;"Powiat bielski";462952473,45;
2402011;"Szczyrk (1)";28314104,58;
2402022;"Bestwina (2)";31038957,15;
2402032;"Buczkowice (2)";41862964,48;
2402043;"Czechowice-Dziedzice (3)";118538443,09;
2402052;"Jasienica (2)";57524444,63;
2402062;"Jaworze (2)";33945506,47;
2402072;"Kozy (2)";32204664,38;
2402082;"Porąbka (2)";39611609,72;
2402093;"Wilamowice (3)";40899049,18;
2402102;"Wilkowice (2)";39012729,77;
2403000;"Powiat cieszyński";527108476,40;
2403011;"Cieszyn (1)";126889376,93;
2403021;"Ustroń (1)";56946843,54;
2403031;"Wisła (1)";45694821,37;
2403042;"Brenna (2)";31445692,39;
2403052;"Chybie (2)";26538683,08;
2403062;"Dębowiec (2)";14705750,61;
2403072;"Goleszów (2)";27482519,41;
2403082;"Hażlach (2)";24614448,93;
2403092;"Istebna (2)";37614257,88;
2403103;"Skoczów (3)";65775495,60;
2403113;"Strumień (3)";35528685,24;
2403122;"Zebrzydowice (2)";33871901,42;
2404000;"Powiat częstochowski";391053261,19;
2404013;"Blachownia (3)";34065002,87;
2404022;"Dąbrowa Zielona (2)";18172700,97;
2404032;"Janów (2)";15639985,96;
2404042;"Kamienica Polska (2)";15136362,67;
2404052;"Kłomnice (2)";41388767,48;
2404063;"Koniecpol (3)";25830735,93;
2404072;"Konopiska (2)";34270011,42;
2404082;"Kruszyna (2)";15365662,60;
2404092;"Lelów (2)";17682858,48;
2404102;"Mstów (2)";30226662,15;
2404112;"Mykanów (2)";35424695,06;
2404122;"Olsztyn (2)";24734257,80;
2404132;"Poczesna (2)";40364209,70;
2404142;"Przyrów (2)";10728196,66;
2404152;"Rędziny (2)";24350604,22;
2404162;"Starcza (2)";7672547,22;
2405000;"Powiat gliwicki";316910066,71;
2405011;"Knurów (1)";96263555,58;
2405021;"Pyskowice (1)";48792757,86;
2405032;"Gierałtowice (2)";39097544,97;
2405042;"Pilchowice (2)";26364375,47;
2405052;"Rudziniec (2)";28487938,93;
2405063;"Sośnicowice (3)";28746688,36;
2405073;"Toszek (3)";25915046,19;
2405082;"Wielowieś (2)";23242159,35;
2406000;"Powiat kłobucki";241292410,57;
2406013;"Kłobuck (3)";65439200,97;
2406023;"Krzepice (3)";21475485,90;
2406032;"Lipie (2)";18690870,51;
2406042;"Miedźno (2)";20543399,49;
2406052;"Opatów (2)";16978554,59;
2406062;"Panki (2)";15795754,90;
2406072;"Popów (2)";17781713,91;
2406082;"Przystajń (2)";15820488,78;
2406092;"Wręczyca Wielka (2)";48766941,52;
2407000;"Powiat lubliniecki";221335279,36;
2407011;"Lubliniec (1)";59387050,13;
2407022;"Boronów (2)";13362865,37;
2407032;"Ciasna (2)";31874879,54;
2407042;"Herby (2)";21343640,76;
2407052;"Kochanowice (2)";19166869,88;
2407062;"Koszęcin (2)";28184298,09;
2407072;"Pawonków (2)";18230247,78;
2407083;"Woźniki (3)";29785427,81;
2408000;"Powiat mikołowski";296116044,61;
2408011;"Łaziska Górne (1)";69665717,75;
2408021;"Mikołów (1)";138618561,52;
2408031;"Orzesze (1)";44107902,10;
2408042;"Ornontowice (2)";22663753,47;
2408052;"Wyry (2)";21060109,77;
2409000;"Powiat myszkowski";187777320,17;
2409011;"Myszków (1)";73859886,62;
2409023;"Koziegłowy (3)";38263035,78;
2409032;"Niegowa (2)";18193859,28;
2409042;"Poraj (2)";26246155,71;
2409053;"Żarki (3)";31214382,78;
2410000;"Powiat pszczyński";352565356,82;
2410012;"Goczałkowice-Zdrój (2)";26841349,48;
2410022;"Kobiór (2)";16746666,42;
2410032;"Miedźna (2)";48795409,91;
2410042;"Pawłowice (2)";84141570,00;
2410053;"Pszczyna (3)";130080164,62;
2410062;"Suszec (2)";45960196,39;
2411000;"Powiat raciborski";282739032,49;
2411011;"Racibórz (1)";143017171,67;
2411022;"Kornowac (2)";11474606,87;
2411033;"Krzanowice (3)";15261931,14;
2411042;"Krzyżanowice (2)";29163890,26;
2411053;"Kuźnia Raciborska (3)";31388047,04;
2411062;"Nędza (2)";17479794,41;
2411072;"Pietrowice Wielkie (2)";17593084,50;
2411082;"Rudnik (2)";17360506,60;
2412000;"Powiat rybnicki";187976997,54;
2412013;"Czerwionka-Leszczyny (3)";99666803,95;
2412022;"Gaszowice (2)";20957914,00;
2412032;"Jejkowice (2)";10519164,50;
2412042;"Lyski (2)";23534123,95;
2412052;"Świerklany (2)";33298991,14;
2413000;"Powiat tarnogórski";386866585,20;
2413011;"Kalety (1)";20993961,78;
2413021;"Miasteczko Śląskie (1)";22915221,31;
2413031;"Radzionków (1)";49055761,16;
2413041;"Tarnowskie Góry (1)";166286489,36;
2413052;"Krupski Młyn (2)";14028688,25;
2413062;"Ożarowice (2)";22302232,93;
2413072;"Świerklaniec (2)";32190915,95;
2413082;"Tworóg (2)";22187721,32;
2413092;"Zbrosławice (2)";36905593,14;
2414000;"Powiat bieruńsko-lędziński";201348208,36;
2414011;"Bieruń (1)";85476919,65;
2414021;"Imielin (1)";26033195,82;
2414031;"Lędziny (1)";42166325,43;
2414042;"Bojszowy (2)";21776506,57;
2414052;"Chełm Śląski (2)";25895260,89;
2415000;"Powiat wodzisławski";412819584,60;
2415011;"Pszów (1)";32892913,68;
2415021;"Radlin (1)";49493535,83;
2415031;"Rydułtowy (1)";51952034,29;
2415041;"Wodzisław Śląski (1)";130619095,36;
2415052;"Godów (2)";32580607,15;
2415062;"Gorzyce (2)";52641381,28;
2415072;"Lubomia (2)";21006184,96;
2415082;"Marklowice (2)";20162851,23;
2415092;"Mszana (2)";21470980,82;
2416000;"Powiat zawierciański";305172142,62;
2416011;"Poręba (1)";17498892,27;
2416021;"Zawiercie (1)";123372319,30;
2416032;"Irządze (2)";7128470,68;
2416042;"Kroczyce (2)";19480576,73;
2416053;"Łazy (3)";40744639,33;
2416063;"Ogrodzieniec (3)";23121118,51;
2416073;"Pilica (3)";23396716,78;
2416083;"Szczekociny (3)";22785573,98;
2416092;"Włodowice (2)";12916253,27;
2416102;"Żarnowiec (2)";14727581,77;
2417000;"Powiat żywiecki";457228778,14;
2417011;"Żywiec (1)";88136180,58;
2417022;"Czernichów (2)";31480726,91;
2417032;"Gilowice (2)";15556603,00;
2417042;"Jeleśnia (2)";37685532,98;
2417052;"Koszarawa (2)";10642420,02;
2417062;"Lipowa (2)";24471834,01;
2417072;"Łękawica (2)";18990732,92;
2417082;"Łodygowice (2)";38568169,30;
2417092;"Milówka (2)";33453540,06;
2417102;"Radziechowy-Wieprz (2)";33575420,72;
2417112;"Rajcza (2)";25584457,49;
2417122;"Ślemień (2)";17136070,17;
2417132;"Świnna (2)";22843881,52;
2417142;"Ujsoły (2)";17867952,73;
2417152;"Węgierska Górka (2)";41235255,73;
2461000;"Powiat m.Bielsko-Biała";703384990,37;
2461011;"Bielsko-Biała (1)";703384990,37;
2462000;"Powiat m.Bytom";681797829,29;
2462011;"Bytom (1)";681797829,29;
2463000;"Powiat m.Chorzów";402433261,86;
2463011;"Chorzów (1)";402433261,86;
2464000;"Powiat m.Częstochowa";920668314,98;
2464011;"Częstochowa (1)";920668314,98;
2465000;"Powiat m.Dąbrowa Górnicza";559919869,72;
2465011;"Dąbrowa Górnicza (1)";559919869,72;
2466000;"Powiat m.Gliwice";796155355,32;
2466011;"Gliwice (1)";796155355,32;
2467000;"Powiat m.Jastrzębie-Zdrój";370590936,42;
2467011;"Jastrzębie-Zdrój (1)";370590936,42;
2468000;"Powiat m.Jaworzno";406702650,86;
2468011;"Jaworzno (1)";406702650,86;
2469000;"Powiat m.Katowice";1360441367,48;
2469011;"Katowice (1)";1360441367,48;
2470000;"Powiat m.Mysłowice";231487520,98;
2470011;"Mysłowice (1)";231487520,98;
2471000;"Powiat m.Piekary Śląskie";162718169,18;
2471011;"Piekary Śląskie (1)";162718169,18;
2472000;"Powiat m.Ruda Śląska";507765746,37;
2472011;"Ruda Śląska (1)";507765746,37;
2473000;"Powiat m.Rybnik";633596816,33;
2473011;"Rybnik (1)";633596816,33;
2474000;"Powiat m.Siemianowice Śląskie";225069229,68;
2474011;"Siemianowice Śląskie (1)";225069229,68;
2475000;"Powiat m.Sosnowiec";638573274,13;
2475011;"Sosnowiec (1)";638573274,13;
2476000;"Powiat m.Świętochłowice";150620109,74;
2476011;"Świętochłowice (1)";150620109,74;
2477000;"Powiat m.Tychy";580938943,68;
2477011;"Tychy (1)";580938943,68;
2478000;"Powiat m.Zabrze";634098186,64;
2478011;"Zabrze (1)";634098186,64;
2479000;"Powiat m.Żory";220141876,21;
2479011;"Żory (1)";220141876,21;
2600000;"ŚWIĘTOKRZYSKIE";4133768174,34;
2601000;"Powiat buski";231666977,86;
2601013;"Busko-Zdrój (3)";91039234,82;
2601022;"Gnojno (2)";13353429,13;
2601032;"Nowy Korczyn (2)";18649521,15;
2601042;"Pacanów (2)";20086122,67;
2601052;"Solec-Zdrój (2)";29207459,66;
2601062;"Stopnica (2)";28799212,17;
2601072;"Tuczępy (2)";12377480,05;
2601082;"Wiślica (2)";18154518,21;
2602000;"Powiat jędrzejowski";241572269,03;
2602012;"Imielno (2)";13130363,02;
2602023;"Jędrzejów (3)";73708033,48;
2602033;"Małogoszcz (3)";34426306,16;
2602042;"Nagłowice (2)";13601336,95;
2602052;"Oksa (2)";14756657,29;
2602063;"Sędziszów (3)";35694993,73;
2602072;"Słupia (2)";12395251,19;
2602082;"Sobków (2)";23546975,46;
2602092;"Wodzisław (2)";20312351,75;
2603000;"Powiat kazimierski";82544591,98;
2603012;"Bejsce (2)";9860642,54;
2603022;"Czarnocin (2)";9953144,52;
2603033;"Kazimierza Wielka (3)";35222772,04;
2603042;"Opatowiec (2)";8189054,94;
2603053;"Skalbmierz (3)";19318977,94;
2604000;"Powiat kielecki";646381372,82;
2604012;"Bieliny (2)";32392805,34;
2604023;"Bodzentyn (3)";32039518,03;
2604033;"Chęciny (3)";37880321,25;
2604043;"Chmielnik (3)";46474295,15;
2604053;"Daleszyce (3)";45179617,51;
2604062;"Górno (2)";35846599,66;
2604072;"Łagów (2)";25779644,36;
2604082;"Łopuszno (2)";24314651,76;
2604092;"Masłów (2)";26477720,29;
2604102;"Miedziana Góra (2)";31156892,95;
2604112;"Mniów (2)";30266848,56;
2604122;"Morawica (2)";57169652,22;
2604132;"Nowa Słupia (2)";29650825,13;
2604142;"Piekoszów (2)";48194791,84;
2604152;"Pierzchnica (2)";16902618,35;
2604162;"Raków (2)";20111379,84;
2604172;"Sitkówka-Nowiny (2)";38234202,40;
2604182;"Strawczyn (2)";34272610,42;
2604192;"Zagnańsk (2)";34036377,76;
2605000;"Powiat konecki";225683715,30;
2605012;"Fałków (2)";15892620,10;
2605022;"Gowarczów (2)";14602530,30;
2605033;"Końskie (3)";91527978,63;
2605042;"Radoszyce (2)";24982791,54;
2605052;"Ruda Maleniecka (2)";10348270,53;
2605062;"Słupia Konecka (2)";9271022,65;
2605072;"Smyków (2)";13919553,40;
2605083;"Stąporków (3)";45138948,15;
2606000;"Powiat opatowski";161605943,04;
2606012;"Baćkowice (2)";18910674,51;
2606022;"Iwaniska (2)";20882887,46;
2606032;"Lipnik (2)";17497097,00;
2606043;"Opatów (3)";26117684,31;
2606053;"Ożarów (3)";44167538,76;
2606062;"Sadowie (2)";9085305,31;
2606072;"Tarłów (2)";14688034,11;
2606082;"Wojciechowice (2)";10256721,58;
2607000;"Powiat ostrowiecki";309517979,55;
2607011;"Ostrowiec Świętokrzyski (1)";188632251,66;
2607022;"Bałtów (2)";16992313,38;
2607032;"Bodzechów (2)";35167138,06;
2607043;"Ćmielów (3)";20883221,14;
2607053;"Kunów (3)";29726970,12;
2607062;"Waśniów (2)";18116085,19;
2608000;"Powiat pińczowski";123273075,00;
2608013;"Działoszyce (3)";17122040,97;
2608022;"Kije (2)";16717254,65;
2608032;"Michałów (2)";15789315,39;
2608043;"Pińczów (3)";59584340,69;
2608052;"Złota (2)";14060123,30;
2609000;"Powiat sandomierski";255775829,71;
2609011;"Sandomierz (1)";94335817,32;
2609022;"Dwikozy (2)";27047780,25;
2609032;"Klimontów (2)";23608620,44;
2609043;"Koprzywnica (3)";20843948,67;
2609052;"Łoniów (2)";22581584,66;
2609062;"Obrazów (2)";18409893,16;
2609072;"Samborzec (2)";22983469,54;
2609082;"Wilczyce (2)";11431624,64;
2609093;"Zawichost (3)";14533091,03;
2610000;"Powiat skarżyski";206295335,77;
2610011;"Skarżysko-Kamienna (1)";124385015,18;
2610022;"Bliżyn (2)";26468902,77;
2610032;"Łączna (2)";15156101,75;
2610042;"Skarżysko Kościelne (2)";16398772,24;
2610053;"Suchedniów (3)";23886543,83;
2611000;"Powiat starachowicki";240450193,48;
2611011;"Starachowice (1)";129277562,07;
2611022;"Brody (2)";29545955,86;
2611032;"Mirzec (2)";23849590,50;
2611042;"Pawłów (2)";40697708,13;
2611053;"Wąchock (3)";17079376,92;
2612000;"Powiat staszowski";252685240,25;
2612012;"Bogoria (2)";33311352,26;
2612022;"Łubnice (2)";16074485,21;
2612032;"Oleśnica (2)";13678870,42;
2612043;"Osiek (3)";25549725,39;
2612053;"Połaniec (3)";62505138,79;
2612062;"Rytwiany (2)";18651883,94;
2612073;"Staszów (3)";69079872,57;
2612082;"Szydłów (2)";13833911,67;
2613000;"Powiat włoszczowski";126447765,47;
2613012;"Kluczewsko (2)";13744510,55;
2613022;"Krasocin (2)";29444959,30;
2613032;"Moskorzew (2)";8364224,98;
2613042;"Radków (2)";7345615,41;
2613052;"Secemin (2)";15967398,23;
2613063;"Włoszczowa (3)";51581057,00;
2661000;"Powiat m.Kielce";1029867885,08;
2661011;"Kielce (1)";1029867885,08;
2800000;"WARMIŃSKO-MAZURSKIE";4819505846,31;
2801000;"Powiat bartoszycki";180518681,20;
2801011;"Bartoszyce (1)";66555830,66;
2801021;"Górowo Iławeckie (1)";18311440,11;
2801032;"Bartoszyce (2)";32311879,86;
2801043;"Bisztynek (3)";19942064,53;
2801052;"Górowo Iławeckie (2)";23135054,73;
2801063;"Sępopol (3)";20262411,31;
2802000;"Powiat braniewski";146212097,49;
2802011;"Braniewo (1)";46745134,30;
2802022;"Braniewo (2)";23670349,28;
2802033;"Frombork (3)";20592112,43;
2802042;"Lelkowo (2)";10802807,69;
2802053;"Pieniężno (3)";21361271,61;
2802062;"Płoskinia (2)";11618754,21;
2802072;"Wilczęta (2)";11421667,97;
2803000;"Powiat działdowski";178435827,59;
2803011;"Działdowo (1)";50943823,87;
2803022;"Działdowo (2)";27404321,51;
2803032;"Iłowo-Osada (2)";23345807,25;
2803043;"Lidzbark (3)";38734190,00;
2803052;"Płośnica (2)";15553707,71;
2803062;"Rybno (2)";22453977,25;
2804000;"Powiat elbląski";200198240,03;
2804012;"Elbląg (2)";23133755,80;
2804022;"Godkowo (2)";11788837,77;
2804032;"Gronowo Elbląskie (2)";15341391,89;
2804042;"Markusy (2)";13607746,39;
2804052;"Milejewo (2)";10454920,48;
2804063;"Młynary (3)";15546477,32;
2804073;"Pasłęk (3)";59307750,48;
2804082;"Rychliki (2)";12872974,68;
2804093;"Tolkmicko (3)";38144385,22;
2805000;"Powiat ełcki";253932487,25;
2805011;"Ełk (1)";158307936,69;
2805022;"Ełk (2)";33015118,08;
2805032;"Kalinowo (2)";24168345,10;
2805042;"Prostki (2)";24890953,54;
2805052;"Stare Juchy (2)";13550133,84;
2806000;"Powiat giżycki";176106107,39;
2806011;"Giżycko (1)";75005628,92;
2806042;"Giżycko (2)";30234213,91;
2806052;"Kruklanki (2)";9630683,18;
2806062;"Miłki (2)";12150961,27;
2806083;"Ryn (3)";24576715,26;
2806102;"Wydminy (2)";24507904,85;
2807000;"Powiat iławski";294702709,93;
2807011;"Iława (1)";109938736,92;
2807021;"Lubawa (1)";30385610,61;
2807032;"Iława (2)";40615797,70;
2807043;"Kisielice (3)";20170145,02;
2807052;"Lubawa (2)";31180369,17;
2807063;"Susz (3)";41566269,83;
2807073;"Zalewo (3)";20845780,68;
2808000;"Powiat kętrzyński";178717925,29;
2808011;"Kętrzyn (1)";65553920,70;
2808022;"Barciany (2)";21508616,41;
2808032;"Kętrzyn (2)";24994094,77;
2808043;"Korsze (3)";32461989,43;
2808053;"Reszel (3)";20468588,27;
2808062;"Srokowo (2)";13730715,71;
2809000;"Powiat lidzbarski";134412156,92;
2809011;"Lidzbark Warmiński (1)";55693025,65;
2809022;"Kiwity (2)";10423096,34;
2809032;"Lidzbark Warmiński (2)";20188440,63;
2809042;"Lubomino (2)";12381243,82;
2809053;"Orneta (3)";35726350,48;
2810000;"Powiat mrągowski";155620848,72;
2810011;"Mrągowo (1)";63078173,88;
2810023;"Mikołajki (3)";32732995,08;
2810032;"Mrągowo (2)";20032850,71;
2810042;"Piecki (2)";26034073,45;
2810052;"Sorkwity (2)";13742755,60;
2811000;"Powiat nidzicki";98075562,73;
2811012;"Janowiec Kościelny (2)";12415057,30;
2811022;"Janowo (2)";8335464,49;
2811032;"Kozłowo (2)";19900440,16;
2811043;"Nidzica (3)";57424600,78;
2812000;"Powiat nowomiejski";150523880,48;
2812011;"Nowe Miasto Lubawskie (1)";31299822,64;
2812022;"Biskupiec (2)";40781534,35;
2812032;"Grodziczno (2)";22022135,37;
2812042;"Kurzętnik (2)";31494124,63;
2812052;"Nowe Miasto Lubawskie (2)";24926263,49;
2813000;"Powiat olecki";123907630,57;
2813032;"Kowale Oleckie (2)";20038771,16;
2813043;"Olecko (3)";77609338,54;
2813052;"Świętajno (2)";14388176,04;
2813062;"Wieliczki (2)";11871344,83;
2814000;"Powiat olsztyński";354617245,14;
2814013;"Barczewo (3)";49091040,05;
2814023;"Biskupiec (3)";53787614,96;
2814033;"Dobre Miasto (3)";41440583,48;
2814042;"Dywity (2)";32108567,55;
2814052;"Gietrzwałd (2)";17279166,70;
2814063;"Jeziorany (3)";22373842,27;
2814072;"Jonkowo (2)";21159059,99;
2814082;"Kolno (2)";11474281,84;
2814093;"Olsztynek (3)";40500585,14;
2814102;"Purda (2)";25534269,51;
2814112;"Stawiguda (2)";27385991,61;
2814122;"Świątki (2)";12482242,04;
2815000;"Powiat ostródzki";345247055,17;
2815011;"Ostróda (1)";112150347,78;
2815022;"Dąbrówno (2)";16684374,11;
2815032;"Grunwald (2)";23302513,07;
2815042;"Łukta (2)";15767985,86;
2815052;"Małdyty (2)";19230205,70;
2815063;"Miłakowo (3)";16122162,91;
2815073;"Miłomłyn (3)";16304816,64;
2815083;"Morąg (3)";76594051,98;
2815092;"Ostróda (2)";49090597,12;
2816000;"Powiat piski";182202720,97;
2816013;"Biała Piska (3)";43128336,98;
2816023;"Orzysz (3)";28285375,54;
2816033;"Pisz (3)";81020990,74;
2816043;"Ruciane-Nida (3)";29768017,71;
2817000;"Powiat szczycieński";233843590,18;
2817011;"Szczytno (1)";67201793,89;
2817022;"Dźwierzuty (2)";23842908,34;
2817032;"Jedwabno (2)";11817588,05;
2817043;"Pasym (3)";21413573,83;
2817052;"Rozogi (2)";24741731,72;
2817062;"Szczytno (2)";30525293,37;
2817072;"Świętajno (2)";27834016,05;
2817082;"Wielbark (2)";26466684,93;
2818000;"Powiat gołdapski";94904062,85;
2818012;"Banie Mazurskie (2)";12133386,16;
2818022;"Dubeninki (2)";10096543,42;
2818033;"Gołdap (3)";72674133,27;
2819000;"Powiat węgorzewski";65297272,01;
2819012;"Budry (2)";9638118,39;
2819022;"Pozezdrze (2)";11167703,28;
2819033;"Węgorzewo (3)";44491450,34;
2861000;"Powiat m.Elbląg";484298309,22;
2861011;"Elbląg (1)";484298309,22;
2862000;"Powiat m.Olsztyn";787731435,18;
2862011;"Olsztyn (1)";787731435,18;
3000000;"WIELKOPOLSKIE";10987452588,22;
3001000;"Powiat chodzieski";138228467,76;
3001011;"Chodzież (1)";46058399,46;
3001022;"Budzyń (2)";26312385,83;
3001032;"Chodzież (2)";17505151,10;
3001043;"Margonin (3)";26317239,87;
3001053;"Szamocin (3)";22035291,50;
3002000;"Powiat czarnkowsko-trzcianecki";265832812,02;
3002011;"Czarnków (1)";34789827,91;
3002022;"Czarnków (2)";28884174,82;
3002032;"Drawsko (2)";18042511,56;
3002043;"Krzyż Wielkopolski (3)";21099862,77;
3002052;"Lubasz (2)";27152493,69;
3002062;"Połajewo (2)";18959503,48;
3002073;"Trzcianka (3)";61661822,43;
3002083;"Wieleń (3)";55242615,36;
3003000;"Powiat gnieźnieński";355550508,73;
3003011;"Gniezno (1)";160596469,63;
3003023;"Czerniejewo (3)";20681715,34;
3003032;"Gniezno (2)";25073843,08;
3003042;"Kiszkowo (2)";17425257,88;
3003053;"Kłecko (3)";18784295,75;
3003062;"Łubowo (2)";19358888,34;
3003072;"Mieleszyn (2)";10808335,40;
3003082;"Niechanowo (2)";17112986,89;
3003093;"Trzemeszno (3)";30861559,65;
3003103;"Witkowo (3)";34847156,77;
3004000;"Powiat gostyński";210759975,44;
3004013;"Borek Wielkopolski (3)";24815491,82;
3004023;"Gostyń (3)";78106891,77;
3004033;"Krobia (3)";32109331,37;
3004042;"Pępowo (2)";17348315,28;
3004052;"Piaski (2)";24742688,90;
3004063;"Pogorzela (3)";14080608,03;
3004073;"Poniec (3)";19556648,27;
3005000;"Powiat grodziski";146328507,78;
3005012;"Granowo (2)";13568319,13;
3005023;"Grodzisk Wielkopolski (3)";58923302,68;
3005032;"Kamieniec (2)";18405745,61;
3005043;"Rakoniewice (3)";35078192,62;
3005053;"Wielichowo (3)";20352947,74;
3006000;"Powiat jarociński";184229445,83;
