"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;ogółem;2011;[zł]";
2212102;"Ustka (2)";3479,79;
2213000;"Powiat starogardzki";2929,06;
2213011;"Czarna Woda (1)";2654,67;
2213021;"Skórcz (1)";3080,77;
2213031;"Starogard Gdański (1)";2798,56;
2213042;"Bobowo (2)";3130,63;
2213052;"Kaliska (2)";3544,97;
2213062;"Lubichowo (2)";3334,10;
2213072;"Osieczna (2)";3030,32;
2213082;"Osiek (2)";2846,81;
2213093;"Skarszewy (3)";2783,53;
2213102;"Skórcz (2)";3199,07;
2213112;"Smętowo Graniczne (2)";3140,74;
2213122;"Starogard Gdański (2)";2986,49;
2213132;"Zblewo (2)";2859,49;
2214000;"Powiat tczewski";2681,30;
2214011;"Tczew (1)";2633,13;
2214023;"Gniew (3)";2569,38;
2214032;"Morzeszczyn (2)";3480,97;
2214043;"Pelplin (3)";2458,65;
2214052;"Subkowy (2)";2938,92;
2214062;"Tczew (2)";2994,73;
2215000;"Powiat wejherowski";2848,70;
2215011;"Reda (1)";2180,79;
2215021;"Rumia (1)";2235,39;
2215031;"Wejherowo (1)";2613,24;
2215042;"Choczewo (2)";3368,68;
2215052;"Gniewino (2)";5376,63;
2215062;"Linia (2)";4296,45;
2215072;"Luzino (2)";3511,97;
2215082;"Łęczyce (2)";3079,82;
2215092;"Szemud (2)";3493,60;
2215102;"Wejherowo (2)";2999,76;
2216000;"Powiat sztumski";2998,54;
2216013;"Dzierzgoń (3)";3229,65;
2216022;"Mikołajki Pomorskie (2)";3400,13;
2216032;"Stary Dzierzgoń (2)";3038,15;
2216042;"Stary Targ (2)";2956,54;
2216053;"Sztum (3)";2803,84;
2261000;"Powiat m.Gdańsk";4520,28;
2261011;"Gdańsk (1)";4520,28;
2262000;"Powiat m.Gdynia";4127,00;
2262011;"Gdynia (1)";4127,00;
2263000;"Powiat m.Słupsk";4355,09;
2263011;"Słupsk (1)";4355,09;
2264000;"Powiat m.Sopot";7245,70;
2264011;"Sopot (1)";7245,70;
2400000;"ŚLĄSKIE";3420,73;
2401000;"Powiat będziński";2757,59;
2401011;"Będzin (1)";2726,04;
2401021;"Czeladź (1)";2891,78;
2401031;"Wojkowice (1)";2362,76;
2401042;"Bobrowniki (2)";2415,86;
2401052;"Mierzęcice (2)";2380,34;
2401062;"Psary (2)";2378,51;
2401073;"Siewierz (3)";3252,81;
2401081;"Sławków (1)";3629,45;
2402000;"Powiat bielski";2938,47;
2402011;"Szczyrk (1)";4889,33;
2402022;"Bestwina (2)";2856,00;
2402032;"Buczkowice (2)";3829,40;
2402043;"Czechowice-Dziedzice (3)";2676,23;
2402052;"Jasienica (2)";2596,92;
2402062;"Jaworze (2)";4970,06;
2402072;"Kozy (2)";2619,76;
2402082;"Porąbka (2)";2588,15;
2402093;"Wilamowice (3)";2534,65;
2402102;"Wilkowice (2)";3012,57;
2403000;"Powiat cieszyński";2990,97;
2403011;"Cieszyn (1)";3504,17;
2403021;"Ustroń (1)";3570,56;
2403031;"Wisła (1)";4029,88;
2403042;"Brenna (2)";2908,41;
2403052;"Chybie (2)";2812,19;
2403062;"Dębowiec (2)";2622,75;
2403072;"Goleszów (2)";2167,22;
2403082;"Hażlach (2)";2357,03;
2403092;"Istebna (2)";3191,44;
2403103;"Skoczów (3)";2482,19;
2403113;"Strumień (3)";2843,43;
2403122;"Zebrzydowice (2)";2610,75;
2404000;"Powiat częstochowski";2884,77;
2404013;"Blachownia (3)";2554,94;
2404022;"Dąbrowa Zielona (2)";4477,14;
2404032;"Janów (2)";2611,89;
2404042;"Kamienica Polska (2)";2707,76;
2404052;"Kłomnice (2)";2996,15;
2404063;"Koniecpol (3)";2540,15;
2404072;"Konopiska (2)";3220,87;
2404082;"Kruszyna (2)";3119,30;
2404092;"Lelów (2)";3478,14;
2404102;"Mstów (2)";2845,67;
2404112;"Mykanów (2)";2429,34;
2404122;"Olsztyn (2)";3442,96;
2404132;"Poczesna (2)";3154,44;
2404142;"Przyrów (2)";2713,25;
2404152;"Rędziny (2)";2430,93;
2404162;"Starcza (2)";2740,20;
2405000;"Powiat gliwicki";2753,58;
2405011;"Knurów (1)";2432,31;
2405021;"Pyskowice (1)";2598,26;
2405032;"Gierałtowice (2)";3526,43;
2405042;"Pilchowice (2)";2393,28;
2405052;"Rudziniec (2)";2685,26;
2405063;"Sośnicowice (3)";3350,43;
2405073;"Toszek (3)";2719,31;
2405082;"Wielowieś (2)";3931,35;
2406000;"Powiat kłobucki";2813,48;
2406013;"Kłobuck (3)";3161,77;
2406023;"Krzepice (3)";2283,17;
2406032;"Lipie (2)";2885,28;
2406042;"Miedźno (2)";2699,17;
2406052;"Opatów (2)";2471,05;
2406062;"Panki (2)";3088,12;
2406072;"Popów (2)";2931,86;
2406082;"Przystajń (2)";2636,75;
2406092;"Wręczyca Wielka (2)";2783,50;
2407000;"Powiat lubliniecki";2865,96;
2407011;"Lubliniec (1)";2436,49;
2407022;"Boronów (2)";4008,06;
2407032;"Ciasna (2)";4082,86;
2407042;"Herby (2)";3060,02;
2407052;"Kochanowice (2)";2835,34;
2407062;"Koszęcin (2)";2395,40;
2407072;"Pawonków (2)";2779,42;
2407083;"Woźniki (3)";3085,29;
2408000;"Powiat mikołowski";3138,22;
2408011;"Łaziska Górne (1)";3123,04;
2408021;"Mikołów (1)";3506,40;
2408031;"Orzesze (1)";2252,24;
2408042;"Ornontowice (2)";3942,21;
2408052;"Wyry (2)";2931,12;
2409000;"Powiat myszkowski";2605,20;
2409011;"Myszków (1)";2251,00;
2409023;"Koziegłowy (3)";2665,67;
2409032;"Niegowa (2)";3165,25;
2409042;"Poraj (2)";2417,66;
2409053;"Żarki (3)";3757,15;
2410000;"Powiat pszczyński";3265,82;
2410012;"Goczałkowice-Zdrój (2)";4080,47;
2410022;"Kobiór (2)";3428,88;
2410032;"Miedźna (2)";3040,40;
2410042;"Pawłowice (2)";4683,90;
2410053;"Pszczyna (3)";2554,15;
2410062;"Suszec (2)";3978,55;
2411000;"Powiat raciborski";2568,16;
2411011;"Racibórz (1)";2540,04;
2411022;"Kornowac (2)";2320,92;
2411033;"Krzanowice (3)";2575,85;
2411042;"Krzyżanowice (2)";2546,84;
2411053;"Kuźnia Raciborska (3)";2598,56;
2411062;"Nędza (2)";2411,01;
2411072;"Pietrowice Wielkie (2)";2523,39;
2411082;"Rudnik (2)";3359,23;
2412000;"Powiat rybnicki";2466,15;
2412013;"Czerwionka-Leszczyny (3)";2375,22;
2412022;"Gaszowice (2)";2294,24;
2412032;"Jejkowice (2)";2661,06;
2412042;"Lyski (2)";2485,65;
2412052;"Świerklany (2)";2844,61;
2413000;"Powiat tarnogórski";2797,20;
2413011;"Kalety (1)";2422,01;
2413021;"Miasteczko Śląskie (1)";3042,38;
2413031;"Radzionków (1)";2854,73;
2413041;"Tarnowskie Góry (1)";2731,61;
2413052;"Krupski Młyn (2)";4160,35;
2413062;"Ożarowice (2)";4022,77;
2413072;"Świerklaniec (2)";2823,27;
2413082;"Tworóg (2)";2760,01;
2413092;"Zbrosławice (2)";2352,32;
2414000;"Powiat bieruńsko-lędziński";3477,16;
2414011;"Bieruń (1)";4299,86;
2414021;"Imielin (1)";3114,02;
2414031;"Lędziny (1)";2548,43;
2414042;"Bojszowy (2)";3075,34;
2414052;"Chełm Śląski (2)";4287,29;
2415000;"Powiat wodzisławski";2609,00;
2415011;"Pszów (1)";2285,50;
2415021;"Radlin (1)";2735,81;
2415031;"Rydułtowy (1)";2353,65;
2415041;"Wodzisław Śląski (1)";2648,61;
2415052;"Godów (2)";2487,07;
2415062;"Gorzyce (2)";2572,89;
2415072;"Lubomia (2)";2597,53;
2415082;"Marklowice (2)";3738,71;
2415092;"Mszana (2)";2934,40;
2416000;"Powiat zawierciański";2482,51;
2416011;"Poręba (1)";1966,83;
2416021;"Zawiercie (1)";2371,81;
2416032;"Irządze (2)";2534,12;
2416042;"Kroczyce (2)";3088,23;
2416053;"Łazy (3)";2514,64;
2416063;"Ogrodzieniec (3)";2445,64;
2416073;"Pilica (3)";2605,43;
2416083;"Szczekociny (3)";2792,35;
2416092;"Włodowice (2)";2456,50;
2416102;"Żarnowiec (2)";3042,89;
2417000;"Powiat żywiecki";2986,63;
2417011;"Żywiec (1)";2716,14;
2417022;"Czernichów (2)";4677,67;
2417032;"Gilowice (2)";2601,87;
2417042;"Jeleśnia (2)";2774,26;
2417052;"Koszarawa (2)";4320,92;
2417062;"Lipowa (2)";2401,79;
2417072;"Łękawica (2)";4284,91;
2417082;"Łodygowice (2)";2814,58;
2417092;"Milówka (2)";3303,07;
2417102;"Radziechowy-Wieprz (2)";2601,74;
2417112;"Rajcza (2)";2777,90;
2417122;"Ślemień (2)";4928,41;
2417132;"Świnna (2)";2838,10;
2417142;"Ujsoły (2)";3774,39;
2417152;"Węgierska Górka (2)";2738,06;
2461000;"Powiat m.Bielsko-Biała";4029,91;
2461011;"Bielsko-Biała (1)";4029,91;
2462000;"Powiat m.Bytom";3858,40;
2462011;"Bytom (1)";3858,40;
2463000;"Powiat m.Chorzów";3604,03;
2463011;"Chorzów (1)";3604,03;
2464000;"Powiat m.Częstochowa";3891,56;
2464011;"Częstochowa (1)";3891,56;
2465000;"Powiat m.Dąbrowa Górnicza";4452,61;
2465011;"Dąbrowa Górnicza (1)";4452,61;
2466000;"Powiat m.Gliwice";4249,20;
2466011;"Gliwice (1)";4249,20;
2467000;"Powiat m.Jastrzębie-Zdrój";4010,90;
2467011;"Jastrzębie-Zdrój (1)";4010,90;
2468000;"Powiat m.Jaworzno";4294,78;
2468011;"Jaworzno (1)";4294,78;
2469000;"Powiat m.Katowice";4382,39;
2469011;"Katowice (1)";4382,39;
2470000;"Powiat m.Mysłowice";3070,25;
2470011;"Mysłowice (1)";3070,25;
2471000;"Powiat m.Piekary Śląskie";2812,27;
2471011;"Piekary Śląskie (1)";2812,27;
2472000;"Powiat m.Ruda Śląska";3544,49;
2472011;"Ruda Śląska (1)";3544,49;
2473000;"Powiat m.Rybnik";4493,98;
2473011;"Rybnik (1)";4493,98;
2474000;"Powiat m.Siemianowice Śląskie";3209,22;
2474011;"Siemianowice Śląskie (1)";3209,22;
2475000;"Powiat m.Sosnowiec";2955,52;
2475011;"Sosnowiec (1)";2955,52;
2476000;"Powiat m.Świętochłowice";2837,55;
2476011;"Świętochłowice (1)";2837,55;
2477000;"Powiat m.Tychy";4490,73;
2477011;"Tychy (1)";4490,73;
2478000;"Powiat m.Zabrze";3506,02;
2478011;"Zabrze (1)";3506,02;
2479000;"Powiat m.Żory";3544,50;
2479011;"Żory (1)";3544,50;
2600000;"ŚWIĘTOKRZYSKIE";3229,19;
2601000;"Powiat buski";3112,92;
2601013;"Busko-Zdrój (3)";2760,61;
2601022;"Gnojno (2)";2897,88;
2601032;"Nowy Korczyn (2)";2925,87;
2601042;"Pacanów (2)";2571,52;
2601052;"Solec-Zdrój (2)";5705,70;
2601062;"Stopnica (2)";3635,81;
2601072;"Tuczępy (2)";3229,19;
2601082;"Wiślica (2)";3142,55;
2602000;"Powiat jędrzejowski";2722,49;
2602012;"Imielno (2)";2928,27;
2602023;"Jędrzejów (3)";2531,79;
2602033;"Małogoszcz (3)";2912,30;
2602042;"Nagłowice (2)";2610,12;
2602052;"Oksa (2)";3090,40;
2602063;"Sędziszów (3)";2746,40;
2602072;"Słupia (2)";2817,10;
2602082;"Sobków (2)";2787,28;
2602092;"Wodzisław (2)";2714,47;
2603000;"Powiat kazimierski";2315,29;
2603012;"Bejsce (2)";2285,73;
2603022;"Czarnocin (2)";2466,70;
2603033;"Kazimierza Wielka (3)";2081,72;
2603042;"Opatowiec (2)";2335,73;
2603053;"Skalbmierz (3)";2809,22;
2604000;"Powiat kielecki";3141,56;
2604012;"Bieliny (2)";3202,77;
2604023;"Bodzentyn (3)";2717,52;
2604033;"Chęciny (3)";2511,62;
2604043;"Chmielnik (3)";4016,10;
2604053;"Daleszyce (3)";2919,15;
2604062;"Górno (2)";2641,02;
2604072;"Łagów (2)";3678,60;
2604082;"Łopuszno (2)";2687,30;
2604092;"Masłów (2)";2558,73;
2604102;"Miedziana Góra (2)";2903,45;
2604112;"Mniów (2)";3221,93;
2604122;"Morawica (2)";3877,49;
2604132;"Nowa Słupia (2)";3037,06;
2604142;"Piekoszów (2)";3029,21;
2604152;"Pierzchnica (2)";3511,87;
2604162;"Raków (2)";3440,78;
2604172;"Sitkówka-Nowiny (2)";5132,11;
2604182;"Strawczyn (2)";3358,41;
2604192;"Zagnańsk (2)";2641,55;
2605000;"Powiat konecki";2671,07;
2605012;"Fałków (2)";3329,69;
2605022;"Gowarczów (2)";3080,70;
2605033;"Końskie (3)";2472,33;
2605042;"Radoszyce (2)";2701,72;
2605052;"Ruda Maleniecka (2)";3140,60;
2605062;"Słupia Konecka (2)";2636,06;
2605072;"Smyków (2)";3701,02;
2605083;"Stąporków (3)";2488,64;
2606000;"Powiat opatowski";2907,00;
2606012;"Baćkowice (2)";3694,93;
2606022;"Iwaniska (2)";2990,53;
2606032;"Lipnik (2)";3085,91;
2606043;"Opatów (3)";2099,66;
2606053;"Ożarów (3)";3916,95;
2606062;"Sadowie (2)";2171,96;
2606072;"Tarłów (2)";2635,10;
2606082;"Wojciechowice (2)";2358,41;
2607000;"Powiat ostrowiecki";2664,24;
2607011;"Ostrowiec Świętokrzyski (1)";2564,51;
2607022;"Bałtów (2)";4454,08;
2607032;"Bodzechów (2)";2563,20;
2607043;"Ćmielów (3)";2670,83;
2607053;"Kunów (3)";2933,97;
2607062;"Waśniów (2)";2539,40;
2608000;"Powiat pińczowski";2989,24;
2608013;"Działoszyce (3)";3202,18;
2608022;"Kije (2)";3696,05;
2608032;"Michałów (2)";3279,87;
2608043;"Pińczów (3)";2735,86;
2608052;"Złota (2)";2943,91;
2609000;"Powiat sandomierski";3153,72;
2609011;"Sandomierz (1)";3793,31;
2609022;"Dwikozy (2)";2963,17;
2609032;"Klimontów (2)";2757,05;
2609043;"Koprzywnica (3)";2981,54;
2609052;"Łoniów (2)";3006,87;
2609062;"Obrazów (2)";2753,91;
2609072;"Samborzec (2)";2612,05;
2609082;"Wilczyce (2)";2964,63;
2609093;"Zawichost (3)";3090,83;
2610000;"Powiat skarżyski";2599,52;
2610011;"Skarżysko-Kamienna (1)";2566,49;
2610022;"Bliżyn (2)";3104,49;
2610032;"Łączna (2)";2835,57;
2610042;"Skarżysko Kościelne (2)";2607,53;
2610053;"Suchedniów (3)";2225,32;
2611000;"Powiat starachowicki";2547,60;
2611011;"Starachowice (1)";2473,08;
2611022;"Brody (2)";2647,25;
2611032;"Mirzec (2)";2823,10;
2611042;"Pawłów (2)";2654,60;
2611053;"Wąchock (3)";2382,39;
2612000;"Powiat staszowski";3403,81;
2612012;"Bogoria (2)";4177,50;
2612022;"Łubnice (2)";3685,12;
2612032;"Oleśnica (2)";3451,65;
2612043;"Osiek (3)";3250,60;
2612053;"Połaniec (3)";5181,56;
2612062;"Rytwiany (2)";2900,31;
2612073;"Staszów (3)";2582,14;
2612082;"Szydłów (2)";2864,16;
2613000;"Powiat włoszczowski";2700,61;
2613012;"Kluczewsko (2)";2608,07;
2613022;"Krasocin (2)";2716,83;
2613032;"Moskorzew (2)";2988,29;
2613042;"Radków (2)";2846,03;
2613052;"Secemin (2)";3194,12;
2613063;"Włoszczowa (3)";2536,57;
2661000;"Powiat m.Kielce";5094,17;
2661011;"Kielce (1)";5094,17;
2800000;"WARMIŃSKO-MAZURSKIE";3316,79;
2801000;"Powiat bartoszycki";2949,89;
2801011;"Bartoszyce (1)";2665,65;
2801021;"Górowo Iławeckie (1)";4136,31;
2801032;"Bartoszyce (2)";2927,07;
2801043;"Bisztynek (3)";2925,34;
2801052;"Górowo Iławeckie (2)";3222,60;
2801063;"Sępopol (3)";2995,18;
2802000;"Powiat braniewski";3361,20;
2802011;"Braniewo (1)";2632,79;
2802022;"Braniewo (2)";3719,41;
2802033;"Frombork (3)";5472,26;
2802042;"Lelkowo (2)";3503,99;
2802053;"Pieniężno (3)";3170,74;
2802062;"Płoskinia (2)";4381,13;
2802072;"Wilczęta (2)";3630,54;
2803000;"Powiat działdowski";2669,76;
2803011;"Działdowo (1)";2354,69;
2803022;"Działdowo (2)";2799,50;
2803032;"Iłowo-Osada (2)";3168,54;
2803043;"Lidzbark (3)";2629,79;
2803052;"Płośnica (2)";2618,91;
2803062;"Rybno (2)";3044,19;
2804000;"Powiat elbląski";3428,70;
2804012;"Elbląg (2)";3222,87;
2804022;"Godkowo (2)";3537,01;
2804032;"Gronowo Elbląskie (2)";2955,38;
2804042;"Markusy (2)";3226,88;
2804052;"Milejewo (2)";3256,98;
2804063;"Młynary (3)";3361,40;
2804073;"Pasłęk (3)";3012,23;
2804082;"Rychliki (2)";3141,28;
2804093;"Tolkmicko (3)";5570,15;
2805000;"Powiat ełcki";2863,37;
2805011;"Ełk (1)";2676,88;
2805022;"Ełk (2)";3021,98;
2805032;"Kalinowo (2)";3419,40;
2805042;"Prostki (2)";3289,84;
2805052;"Stare Juchy (2)";3400,28;
2806000;"Powiat giżycki";3047,35;
2806011;"Giżycko (1)";2484,86;
2806042;"Giżycko (2)";3764,69;
2806052;"Kruklanki (2)";3072,97;
2806062;"Miłki (2)";3104,49;
2806083;"Ryn (3)";4169,08;
2806102;"Wydminy (2)";3695,96;
2807000;"Powiat iławski";3168,81;
2807011;"Iława (1)";3300,77;
2807021;"Lubawa (1)";3046,48;
2807032;"Iława (2)";3204,40;
2807043;"Kisielice (3)";3240,70;
2807052;"Lubawa (2)";2944,32;
2807063;"Susz (3)";3170,34;
2807073;"Zalewo (3)";2927,78;
2808000;"Powiat kętrzyński";2684,50;
2808011;"Kętrzyn (1)";2305,80;
2808022;"Barciany (2)";3178,93;
2808032;"Kętrzyn (2)";2959,98;
2808043;"Korsze (3)";3058,70;
2808053;"Reszel (3)";2492,52;
2808062;"Srokowo (2)";3341,62;
2809000;"Powiat lidzbarski";3114,78;
2809011;"Lidzbark Warmiński (1)";3347,94;
2809022;"Kiwity (2)";3051,26;
2809032;"Lidzbark Warmiński (2)";2963,22;
2809042;"Lubomino (2)";3382,85;
2809053;"Orneta (3)";2828,91;
2810000;"Powiat mrągowski";3027,53;
2810011;"Mrągowo (1)";2831,16;
2810023;"Mikołajki (3)";3829,32;
2810032;"Mrągowo (2)";2541,59;
2810042;"Piecki (2)";3278,85;
2810052;"Sorkwity (2)";2891,99;
2811000;"Powiat nidzicki";2855,35;
2811012;"Janowiec Kościelny (2)";3624,83;
2811022;"Janowo (2)";2885,24;
2811032;"Kozłowo (2)";3145,82;
2811043;"Nidzica (3)";2645,32;
2812000;"Powiat nowomiejski";3399,13;
2812011;"Nowe Miasto Lubawskie (1)";2798,37;
2812022;"Biskupiec (2)";4229,13;
2812032;"Grodziczno (2)";3449,58;
2812042;"Kurzętnik (2)";3485,79;
2812052;"Nowe Miasto Lubawskie (2)";3101,82;
2813000;"Powiat olecki";3533,86;
2813032;"Kowale Oleckie (2)";3691,74;
2813043;"Olecko (3)";3500,02;
2813052;"Świętajno (2)";3606,06;
2813062;"Wieliczki (2)";3420,15;
2814000;"Powiat olsztyński";2946,79;
2814013;"Barczewo (3)";2868,31;
2814023;"Biskupiec (3)";2774,56;
2814033;"Dobre Miasto (3)";2559,96;
2814042;"Dywity (2)";3046,93;
2814052;"Gietrzwałd (2)";2857,48;
2814063;"Jeziorany (3)";2785,93;
2814072;"Jonkowo (2)";3148,20;
2814082;"Kolno (2)";3363,91;
2814093;"Olsztynek (3)";2904,73;
2814102;"Purda (2)";3122,31;
2814112;"Stawiguda (2)";4174,06;
2814122;"Świątki (2)";2957,18;
2815000;"Powiat ostródzki";3212,38;
2815011;"Ostróda (1)";3290,51;
2815022;"Dąbrówno (2)";3689,60;
2815032;"Grunwald (2)";3989,47;
2815042;"Łukta (2)";3500,11;
2815052;"Małdyty (2)";2953,95;
2815063;"Miłakowo (3)";2779,20;
2815073;"Miłomłyn (3)";3192,02;
2815083;"Morąg (3)";3034,75;
2815092;"Ostróda (2)";3094,27;
2816000;"Powiat piski";3117,77;
2816013;"Biała Piska (3)";3484,27;
2816023;"Orzysz (3)";2957,79;
2816033;"Pisz (3)";2898,37;
2816043;"Ruciane-Nida (3)";3483,68;
2817000;"Powiat szczycieński";3274,66;
2817011;"Szczytno (1)";2665,36;
2817022;"Dźwierzuty (2)";3498,08;
2817032;"Jedwabno (2)";3181,90;
2817043;"Pasym (3)";3959,61;
2817052;"Rozogi (2)";4257,01;
2817062;"Szczytno (2)";2597,90;
2817072;"Świętajno (2)";4545,81;
2817082;"Wielbark (2)";4025,96;
2818000;"Powiat gołdapski";3442,29;
2818012;"Banie Mazurskie (2)";3067,86;
2818022;"Dubeninki (2)";3232,96;
2818033;"Gołdap (3)";3546,46;
2819000;"Powiat węgorzewski";2742,89;
2819012;"Budry (2)";3203,10;
2819022;"Pozezdrze (2)";3244,54;
2819033;"Węgorzewo (3)";2563,61;
2861000;"Powiat m.Elbląg";3890,32;
2861011;"Elbląg (1)";3890,32;
2862000;"Powiat m.Olsztyn";4493,18;
2862011;"Olsztyn (1)";4493,18;
3000000;"WIELKOPOLSKIE";3184,53;
3001000;"Powiat chodzieski";2890,06;
3001011;"Chodzież (1)";2336,45;
3001022;"Budzyń (2)";3132,43;
3001032;"Chodzież (2)";3045,96;
3001043;"Margonin (3)";4101,81;
3001053;"Szamocin (3)";2917,42;
3002000;"Powiat czarnkowsko-trzcianecki";3009,92;
3002011;"Czarnków (1)";3023,36;
3002022;"Czarnków (2)";2605,70;
3002032;"Drawsko (2)";2996,10;
3002043;"Krzyż Wielkopolski (3)";2386,32;
3002052;"Lubasz (2)";3687,69;
3002062;"Połajewo (2)";3030,61;
3002073;"Trzcianka (3)";2518,76;
3002083;"Wieleń (3)";4328,34;
3003000;"Powiat gnieźnieński";2468,11;
3003011;"Gniezno (1)";2284,25;
3003023;"Czerniejewo (3)";2873,66;
3003032;"Gniezno (2)";2535,27;
3003042;"Kiszkowo (2)";3259,49;
3003053;"Kłecko (3)";2478,47;
3003062;"Łubowo (2)";3235,11;
3003072;"Mieleszyn (2)";2662,15;
3003082;"Niechanowo (2)";3059,17;
3003093;"Trzemeszno (3)";2145,85;
3003103;"Witkowo (3)";2539,88;
3004000;"Powiat gostyński";2763,74;
3004013;"Borek Wielkopolski (3)";3242,58;
3004023;"Gostyń (3)";2795,42;
3004033;"Krobia (3)";2471,09;
3004042;"Pępowo (2)";2882,26;
3004052;"Piaski (2)";2908,51;
3004063;"Pogorzela (3)";2728,80;
3004073;"Poniec (3)";2449,17;
3005000;"Powiat grodziski";2897,65;
3005012;"Granowo (2)";2694,80;
3005023;"Grodzisk Wielkopolski (3)";3059,20;
3005032;"Kamieniec (2)";2827,74;
3005043;"Rakoniewice (3)";2730,03;
3005053;"Wielichowo (3)";2973,40;
3006000;"Powiat jarociński";2577,28;
3006012;"Jaraczewo (2)";2823,79;
3006023;"Jarocin (3)";2308,85;
3006032;"Kotlin (2)";2980,56;
3006043;"Żerków (3)";3261,28;
3007000;"Powiat kaliski";2665,76;
3007012;"Blizanów (2)";2761,98;
3007022;"Brzeziny (2)";2608,87;
3007032;"Ceków-Kolonia (2)";2795,76;
3007042;"Godziesze Wielkie (2)";2408,76;
3007052;"Koźminek (2)";2353,08;
3007062;"Lisków (2)";2756,55;
3007072;"Mycielin (2)";2522,20;
3007082;"Opatówek (2)";2873,73;
3007093;"Stawiszyn (3)";3514,72;
3007102;"Szczytniki (2)";2657,16;
3007112;"Żelazków (2)";2156,06;
3008000;"Powiat kępiński";2842,55;
3008012;"Baranów (2)";3183,61;
3008022;"Bralin (2)";2977,97;
3008033;"Kępno (3)";2533,46;
3008042;"Łęka Opatowska (2)";3332,93;
3008052;"Perzów (2)";3412,98;
3008062;"Rychtal (2)";2938,47;
3008072;"Trzcinica (2)";2645,62;
3009000;"Powiat kolski";2757,07;
3009011;"Koło (1)";2929,53;
3009022;"Babiak (2)";3373,18;
3009032;"Chodów (2)";2700,21;
3009043;"Dąbie (3)";2644,63;
3009052;"Grzegorzew (2)";2609,62;
3009063;"Kłodawa (3)";2193,64;
3009072;"Koło (2)";2545,29;
3009082;"Kościelec (2)";2416,49;
3009092;"Olszówka (2)";2807,46;
3009102;"Osiek Mały (2)";3377,19;
3009113;"Przedecz (3)";2811,74;
3010000;"Powiat koniński";3134,53;
3010013;"Golina (3)";2608,73;
3010022;"Grodziec (2)";3677,73;
3010032;"Kazimierz Biskupi (2)";3028,75;
3010043;"Kleczew (3)";4877,73;
3010052;"Kramsk (2)";2993,96;
3010062;"Krzymów (2)";3624,45;
3010073;"Rychwał (3)";3031,68;
3010082;"Rzgów (2)";2523,49;
3010092;"Skulsk (2)";2706,56;
3010103;"Sompolno (3)";2645,87;
3010112;"Stare Miasto (2)";2684,46;
3010123;"Ślesin (3)";3080,01;
3010132;"Wierzbinek (2)";3093,50;
3010142;"Wilczyn (2)";3771,65;
3011000;"Powiat kościański";2857,52;
3011011;"Kościan (1)";2643,27;
3011023;"Czempiń (3)";2360,95;
3011032;"Kościan (2)";2807,14;
3011043;"Krzywiń (3)";2886,70;
3011053;"Śmigiel (3)";3500,53;
3012000;"Powiat krotoszyński";2582,32;
3012011;"Sulmierzyce (1)";4526,82;
3012023;"Kobylin (3)";2474,53;
3012033;"Koźmin Wielkopolski (3)";2172,67;
3012043;"Krotoszyn (3)";2549,20;
3012052;"Rozdrażew (2)";2663,61;
3012063;"Zduny (3)";2830,19;
3013000;"Powiat leszczyński";2908,23;
3013012;"Krzemieniewo (2)";2447,38;
3013022;"Lipno (2)";2836,61;
3013033;"Osieczna (3)";3454,02;
3013043;"Rydzyna (3)";2695,46;
3013052;"Święciechowa (2)";2480,27;
3013062;"Wijewo (2)";2924,84;
3013072;"Włoszakowice (2)";3406,25;
3014000;"Powiat międzychodzki";2770,59;
3014012;"Chrzypsko Wielkie (2)";3295,73;
3014022;"Kwilcz (2)";2619,86;
3014033;"Międzychód (3)";2863,94;
3014043;"Sieraków (3)";2478,63;
3015000;"Powiat nowotomyski";2864,25;
3015012;"Kuślin (2)";3165,36;
3015023;"Lwówek (3)";3348,53;
3015032;"Miedzichowo (2)";3112,40;
3015043;"Nowy Tomyśl (3)";2614,41;
3015053;"Opalenica (3)";3215,71;
3015063;"Zbąszyń (3)";2387,85;
3016000;"Powiat obornicki";2569,58;
3016013;"Oborniki (3)";2601,83;
3016023;"Rogoźno (3)";2404,39;
3016032;"Ryczywół (2)";2832,14;
3017000;"Powiat ostrowski";2491,00;
3017011;"Ostrów Wielkopolski (1)";2323,49;
3017023;"Nowe Skalmierzyce (3)";2736,92;
3017033;"Odolanów (3)";2639,85;
3017042;"Ostrów Wielkopolski (2)";2499,97;
3017052;"Przygodzice (2)";2410,01;
3017063;"Raszków (3)";2378,13;
3017072;"Sieroszewice (2)";2969,10;
3017082;"Sośnie (2)";3075,15;
3018000;"Powiat ostrzeszowski";2708,25;
3018012;"Czajków (2)";3883,27;
3018022;"Doruchów (2)";3097,55;
3018033;"Grabów nad Prosną (3)";2701,97;
3018042;"Kobyla Góra (2)";2749,57;
3018052;"Kraszewice (2)";3543,78;
3018063;"Mikstat (3)";2684,24;
3018073;"Ostrzeszów (3)";2367,95;
3019000;"Powiat pilski";2869,87;
3019011;"Piła (1)";2799,42;
3019022;"Białośliwie (2)";3224,14;
3019032;"Kaczory (2)";2424,42;
3019043;"Łobżenica (3)";3055,85;
3019052;"Miasteczko Krajeńskie (2)";4988,12;
3019062;"Szydłowo (2)";2796,46;
3019073;"Ujście (3)";3070,12;
3019083;"Wyrzysk (3)";2708,83;
3019093;"Wysoka (3)";2797,86;
3020000;"Powiat pleszewski";2595,44;
